event,x_pos,y_pos,z_pos,trk_index,trk_nr
0,65.4239780771383,77.46162002365764,0.0,1,1.0
0,63.16598646570967,77.53147326406908,-8.5,1,1.0
0,60.90903284436432,77.60735805647779,-17.0,1,1.0
0,24.329042561478182,28.92723717860097,0.0,2,5.0
0,24.33589715788471,28.89001391394876,-8.5,2,5.0
0,24.310267946290807,28.860382565642546,-17.0,2,5.0
0,3.827671833850058,109.53248226276249,0.0,3,3.0
0,3.8961050179371752,108.00705852480692,-8.5,3,3.0
0,3.954195393391687,106.48912447122886,-17.0,3,3.0
0,95.1318752402625,140.37801215597122,0.0,4,2.0
0,93.74178015120356,143.32606360096176,-8.5,4,2.0
0,92.353286285535,146.28226640533572,-17.0,4,2.0
0,57.21675686696983,132.58707609598386,0.0,5,4.0
0,61.312507000462695,132.21160173485774,-8.5,5,4.0
0,65.42350253032296,131.83482288704045,-17.0,5,4.0
1,128.5257710096695,75.12014846741049,0.0,1,4.0
1,125.52429629299527,77.75665386935991,-8.5,1,4.0
1,122.50118454014864,80.38759692567655,-17.0,1,4.0
1,30.28393263991426,27.767936754157237,0.0,2,1.0
1,30.249404660319456,28.33247430006142,-8.5,2,1.0
1,30.21359208354213,28.91162585008207,-17.0,2,1.0
1,131.0802987536781,82.66537732482135,0.0,3,2.0
1,134.13883272226707,80.41882306353232,-8.5,3,2.0
1,137.17870194177794,78.18900146294193,-17.0,3,2.0
1,92.15288036063392,48.77660640459578,0.0,4,3.0
1,95.210173158518,42.97162766203045,-8.5,4,3.0
1,98.2996859823569,37.16516154626138,-17.0,4,3.0
1,13.949376588361398,59.48408440190588,0.0,5,5.0
1,13.320267151902751,59.51362507418103,-8.5,5,5.0
1,12.687221965008977,59.55073596839269,-17.0,5,5.0
2,27.477475311957864,17.95917003239658,0.0,1,1.0
2,30.651696082052,29.184242260966133,-8.5,1,3.0
2,33.83371275952841,40.420444395250776,-17.0,1,2.0
2,63.233737502834295,3.238846144994073,0.0,2,3.0
2,65.96597655318526,19.90498585243625,-8.5,2,2.0
2,68.69184539666415,36.58257114000865,-17.0,2,1.0
2,54.91650875975949,23.33738234333844,0.0,3,4.0
2,49.00857724530577,48.20095139117028,-8.5,3,1.0
2,43.10643067514451,73.06346800974792,-17.0,3,-1.0
2,69.61396915506863,21.77528964383611,0.0,4,3.0
2,69.92589052069414,22.160596791912216,-8.5,4,2.0
2,70.24920671338835,22.53727359830577,-17.0,4,1.0
2,66.88978208007295,5.688654957512458,0.0,5,3.0
2,64.51070073331266,4.163583971147754,-8.5,5,2.0
2,62.13734886561893,2.653445246682512,-17.0,5,4.0
3,106.8089947426678,77.6127049313835,0.0,1,4.0
3,103.7707008754938,77.23683795760923,-8.5,1,4.0
3,100.72134112590518,76.8566183322536,-17.0,1,4.0
3,38.47696110201388,123.21429634094,0.0,2,2.0
3,38.24832599630584,122.96697984920972,-8.5,2,2.0
3,38.02953022823492,122.72269663451966,-17.0,2,2.0
3,112.97388918451466,141.25015759161417,0.0,3,5.0
3,101.09439007541071,153.97714815250774,-8.5,3,5.0
3,89.22969062283212,166.69620258041786,-17.0,3,5.0
3,92.07949386684496,55.39100360766925,0.0,4,3.0
3,103.56516667293836,52.43745944089768,-8.5,4,3.0
3,115.0492524211752,49.50063277340688,-17.0,4,3.0
3,40.042127849640345,42.983385039528414,0.0,5,1.0
3,43.94516672256743,43.02163620362776,-8.5,5,1.0
3,47.85916352605968,43.07337482148637,-17.0,5,1.0
4,139.47037247370662,87.94540922831663,0.0,1,5.0
4,139.78800439323058,86.26972657981071,-8.5,1,2.0
4,140.10196835747507,84.58773383900315,-17.0,1,-1.0
4,39.416982007447245,51.80693912807099,0.0,2,2.0
4,45.698441117863325,46.353556280419,-8.5,2,3.0
4,51.96704866178748,40.89411078816519,-17.0,2,4.0
4,38.51561669803768,76.14272359780135,0.0,3,3.0
4,56.48160148162709,99.78349580781,-8.5,3,5.0
4,74.44342437735875,123.42622772922114,-17.0,3,2.0
4,138.21636668124162,24.72402119196165,0.0,4,4.0
4,137.6412845951068,23.308812632710207,-8.5,4,-1.0
4,137.04697451699232,21.89594247452025,-17.0,4,3.0
4,39.662868868816666,114.77928336458372,0.0,5,1.0
4,33.24310154736235,115.6824982271567,-8.5,5,1.0
4,26.8237984018097,116.58825062085572,-17.0,5,1.0
5,39.94611123376065,114.54256628889352,0.0,1,1.0
5,39.97518501466335,115.29274297593156,-8.5,1,1.0
5,40.013259059143465,116.04004452195872,-17.0,1,1.0
5,66.05433254670035,7.138837449338032,0.0,2,4.0
5,47.04710329813045,4.122268623773397,-8.5,2,4.0
5,28.03356815420489,1.1186886833851215,-17.0,2,4.0
5,44.53550821951312,132.76823011476304,0.0,3,3.0
5,42.47256402132354,128.8710421558988,-8.5,3,3.0
5,40.402223645905,124.96453884201384,-17.0,3,3.0
5,17.163814420681543,42.01242140174467,0.0,4,2.0
5,20.02870042522464,43.07052690858568,-8.5,4,2.0
5,22.914500408150342,44.128434964255526,-17.0,4,2.0
5,12.311319435446467,119.6671567149683,0.0,5,5.0
5,13.055061511314692,108.5880593672949,-8.5,5,5.0
5,13.811898215728048,97.50516747343435,-17.0,5,5.0
6,97.4056803475028,74.98072921346628,0.0,1,2.0
6,98.07982483413764,75.71303687197232,-8.5,1,2.0
6,98.76896426380308,76.46570708930322,-17.0,1,2.0
6,84.33452540921023,107.32869195612768,0.0,2,1.0
6,84.5934374361083,106.55189631894372,-8.5,2,1.0
6,84.83935317513148,105.7904233042178,-17.0,2,1.0
6,125.01363738624772,92.4632193519042,0.0,3,3.0
6,126.49625535100844,93.58772528174676,-8.5,3,3.0
6,127.9816971527856,94.7387819309082,-17.0,3,3.0
6,18.68066781313885,43.13277009421,0.0,4,4.0
6,26.45910402640132,46.56625081287381,-8.5,4,4.0
6,34.213907852231166,50.010801062225774,-17.0,4,4.0
6,4.95005307568505,143.13896918212285,0.0,5,5.0
6,4.571386684642074,141.70098800606448,-8.5,5,5.0
6,4.176433357898194,140.27514493052732,-17.0,5,5.0
7,123.0037195621986,24.734148412606785,0.0,1,2.0
7,130.00293445863403,23.85272172403448,-8.5,1,2.0
7,136.98431745548604,22.95857014104021,-17.0,1,2.0
7,88.45870928269187,21.235822097219717,0.0,2,1.0
7,89.3450587804673,21.82237309747807,-8.5,2,1.0
7,90.21846428989662,22.398542927384035,-17.0,2,1.0
7,51.09441988782311,85.74770218407272,0.0,3,5.0
7,50.19857178544786,86.79849359757534,-8.5,3,5.0
7,49.2849922767775,87.86680889134026,-17.0,3,5.0
7,43.10091189476736,111.53026277944998,0.0,4,3.0
7,36.73607393596733,98.59978106129752,-8.5,4,3.0
7,30.371670852066185,85.66629715938222,-17.0,4,3.0
7,82.1020237792114,119.49556452038426,0.0,5,4.0
7,76.31822392238348,121.6416933570882,-8.5,5,4.0
7,70.5071276588431,123.79355170006568,-17.0,5,4.0
8,67.70511003285553,112.813396137499,0.0,1,5.0
8,67.14479363100655,112.14062601535971,-8.5,1,5.0
8,66.60208180031225,111.45863363988674,-17.0,1,5.0
8,73.23634545357382,5.493858611545933,0.0,2,2.0
8,53.902152029014445,9.69394367397467,-8.5,2,2.0
8,34.55597885304044,13.88636088923805,-17.0,2,2.0
8,72.45393115539802,121.20667732903688,0.0,3,1.0
8,70.79165038278803,120.83786791378787,-8.5,3,1.0
8,69.12921421395842,120.46509503483206,-17.0,3,1.0
8,68.74971565893378,125.10860479553575,0.0,4,3.0
8,68.96199675448918,130.10792161331057,-8.5,4,3.0
8,69.18002084852453,135.11191696422003,-17.0,4,3.0
8,50.35148061552947,92.62728447428734,0.0,5,4.0
8,49.34468023142561,91.30114289366504,-8.5,5,4.0
8,48.372826345416286,89.9767809459092,-17.0,5,4.0
9,19.93805941328872,27.53470685068184,0.0,1,5.0
9,22.594066474138437,23.84483901579902,-8.5,1,5.0
9,25.243010320239563,20.150137841002497,-17.0,1,5.0
9,25.565689109316533,17.04878847080645,0.0,2,1.0
9,25.705691287071584,17.07051617132465,-8.5,2,1.0
9,25.854060478946373,17.09599774538801,-17.0,2,1.0
9,120.9622387063624,74.36883009511862,0.0,3,2.0
9,117.36715066348938,59.772356196989456,-8.5,3,2.0
9,113.76648650647138,45.192893986009736,-17.0,3,2.0
9,87.11520230463688,134.42462263820607,0.0,4,4.0
9,81.06970909799111,131.6976834691951,-8.5,4,4.0
9,75.04325688767591,128.97269320521588,-17.0,4,4.0
9,18.82118359675477,125.2261820511763,0.0,5,3.0
9,19.623141851123915,122.20394673099467,-8.5,5,3.0
9,20.414942487019964,119.19311577758428,-17.0,5,3.0
10,133.0125196956252,29.21256364542553,0.0,1,1.0
10,133.7074796209396,27.785563370971232,-8.5,1,1.0
10,134.4048056382634,26.35682363323629,-17.0,1,1.0
10,27.96928138040614,84.23612274592183,0.0,2,5.0
10,25.21317547847729,85.50578458041846,-8.5,2,5.0
10,22.457580289647257,86.77144522722723,-17.0,2,5.0
10,48.709671817298,29.924124150565355,0.0,3,4.0
10,37.96983185412607,22.20348626725337,-8.5,3,4.0
10,27.23601295988127,14.484272346970767,-17.0,3,4.0
10,97.98354422535748,81.50083528736374,0.0,4,2.0
10,99.03874451194062,81.33133946580557,-8.5,4,2.0
10,100.09672098840616,81.16523871563714,-17.0,4,2.0
10,61.0471448272428,24.93671623016682,0.0,5,3.0
10,68.20625365907271,19.02569223796758,-8.5,5,3.0
10,75.374043348249,13.11764947497612,-17.0,5,3.0
11,30.204552035922436,89.44634279083196,0.0,1,2.0
11,39.58873619913664,97.90246009422457,-8.5,1,4.0
11,48.976574485036096,106.3404375863198,-17.0,1,4.0
11,83.61869971322407,117.56050415874952,0.0,2,3.0
11,81.94626528063051,118.65324296320432,-8.5,2,3.0
11,80.29238273472271,119.75926393598418,-17.0,2,3.0
11,70.01542281234849,123.18663178590693,0.0,3,1.0
11,67.06399255441474,124.02270347124784,-8.5,3,1.0
11,64.10749135723607,124.87432115375844,-17.0,3,1.0
11,69.20727091394298,127.42775429643233,0.0,4,-1.0
11,65.83905762006115,126.5804226789745,-8.5,4,-1.0
11,62.472274934404574,125.713520562546,-17.0,4,1.0
11,5.435960812881875,87.62777106648059,0.0,5,2.0
11,3.5185880621534413,87.77706221901671,-8.5,5,2.0
11,1.6062290991078805,87.92034900036376,-17.0,5,2.0
12,96.04121331878972,92.14501204295416,0.0,1,3.0
12,93.56940536192296,95.17350643125322,-8.5,1,3.0
12,91.08320661119843,98.19218828777304,-17.0,1,3.0
12,39.23687178060444,114.12509039516766,0.0,2,2.0
12,42.65234862675419,116.39769462254796,-8.5,2,2.0
12,46.05786274947098,118.69719057411432,-17.0,2,2.0
12,49.92412910921935,90.76723475327782,0.0,3,-1.0
12,50.84869395245401,90.17297668322836,-8.5,3,-1.0
12,51.79284024436271,89.59238707180391,-17.0,3,1.0
12,53.68101434537725,90.42520214213316,0.0,4,1.0
12,53.27240365695698,91.09197964872128,-8.5,4,1.0
12,52.85154552011334,91.76944984685257,-17.0,4,1.0
12,19.32031655833697,127.83394782013588,0.0,5,4.0
12,18.924964620948064,126.43313677945557,-8.5,5,4.0
12,18.51398833462152,125.0196823720463,-17.0,5,4.0
13,70.0837995262436,51.40174089203232,0.0,1,1.0
13,70.39718038685788,49.85602418780049,-8.5,1,1.0
13,70.6951476336254,48.30917838996742,-17.0,1,1.0
13,47.22868523563667,127.54359931965098,0.0,2,2.0
13,50.82165748282176,111.09217735515485,-8.5,2,2.0
13,54.42665330531491,94.63245551639318,-17.0,2,2.0
13,90.47720524355869,87.66913367793977,0.0,3,5.0
13,111.11125519616245,79.6571222223162,-8.5,3,5.0
13,131.7475664339,71.66294739509256,-17.0,3,5.0
13,19.70647396237135,4.599927616582117,0.0,4,4.0
13,19.501342817147165,2.331660689543875,-8.5,4,4.0
13,19.28528828885128,0.0603795925102666,-17.0,4,4.0
13,16.849870875977675,81.55905126733892,0.0,5,3.0
13,14.637096424439678,81.09537831060516,-8.5,5,3.0
13,12.44230259724856,80.61216108524337,-17.0,5,3.0
14,14.285254390505136,15.9154789043139,0.0,1,4.0
14,11.53585675866974,17.656870323139543,-8.5,1,4.0
14,8.77346965743807,19.403523824720452,-17.0,1,4.0
14,125.6130823621612,5.068742581615297,0.0,2,2.0
14,125.54965056927747,5.1912763814832665,-8.5,2,2.0
14,125.50335431750727,5.340841993148199,-17.0,2,2.0
14,45.31614680677478,30.03942357860092,0.0,3,1.0
14,49.434656697472576,38.02278617576936,-8.5,3,1.0
14,53.52559038157539,46.00392347315084,-17.0,3,1.0
14,6.749632614268562,47.23656388616384,0.0,4,-1.0
14,7.8875951195603164,46.95110364385962,-8.5,4,-1.0
14,9.01611988134086,46.660878876309496,-17.0,4,1.0
14,15.288349158255096,93.26716005430028,0.0,5,3.0
14,15.213758034341549,93.29486237694032,-8.5,5,3.0
14,15.12245495347182,93.33578270735588,-17.0,5,3.0
15,89.53552440377224,108.72282110211404,0.0,1,2.0
15,93.63002067272544,114.73935088206883,-8.5,1,2.0
15,97.7416413392136,120.78892734081734,-17.0,1,2.0
15,19.21730093480357,116.32717580707164,0.0,2,3.0
15,23.40127646096097,125.43650801573224,-8.5,2,3.0
15,27.570877361705055,134.54903482856713,-17.0,2,3.0
15,28.788784748834814,121.91649680669003,0.0,3,1.0
15,23.29976640302597,114.99753607856596,-8.5,3,1.0
15,17.805232964898256,108.09548057841332,-17.0,3,1.0
15,124.7695315446405,135.10883669516764,0.0,4,4.0
15,123.43600399916544,132.38330303740017,-8.5,4,4.0
15,122.1127924231657,129.64830161017872,-17.0,4,4.0
15,97.28801828766576,148.92561828472978,0.0,5,5.0
15,94.25602369419292,141.54287873715043,-8.5,5,5.0
15,91.23656836748084,134.15803583094834,-17.0,5,5.0
16,39.06733213492337,121.6433617771992,0.0,1,4.0
16,51.2812755184913,107.48858617676925,-8.5,1,4.0
16,63.50293092573774,93.34264706492864,-17.0,1,2.0
16,31.12885858550544,29.507952490080086,0.0,2,2.0
16,53.29620085244363,63.61071841195159,-8.5,2,2.0
16,75.45395679533242,97.71391088521376,-17.0,2,2.0
16,77.6354152764778,145.71581216922044,0.0,3,1.0
16,99.72992595687472,159.27501081239862,-8.5,3,-1.0
16,121.83831714104416,172.84214500604494,-17.0,3,-1.0
16,68.46007365873079,115.36765286212606,0.0,4,3.0
16,68.42340637846254,114.994380993493,-8.5,4,3.0
16,68.3898584611389,114.64960501448635,-17.0,4,3.0
16,64.28475773805198,145.5439678281401,0.0,5,1.0
16,59.26528589369239,145.58348923501333,-8.5,5,1.0
16,54.24756057902914,145.63056814748666,-17.0,5,1.0
17,137.19092372112692,48.47474542547853,0.0,1,4.0
17,119.38315091915828,60.86526800718661,-8.5,1,4.0
17,101.56565591902076,73.26978223280936,-17.0,1,4.0
17,19.77633491460466,126.8925261600678,0.0,2,5.0
17,12.144891458602467,129.75708359624693,-8.5,2,5.0
17,4.517519961553506,132.63324354460386,-17.0,2,5.0
