event,x_pos,y_pos,z_pos,trk_index
0,63.130126087211146,90.20146690469306,0.0,1
0,62.86098581863874,93.09703619646075,-8.5,1
0,62.59218912975939,95.98632745733885,-17.0,1
0,109.39257648497077,134.0383745167488,0.0,2
0,108.36659140204182,133.99379950022583,-8.5,2
0,107.33173315175844,133.9763053910824,-17.0,2
0,38.012297204316184,58.04440817256965,0.0,3
0,39.115275923157355,55.12218809685604,-8.5,3
0,40.228915134467975,52.18862083571454,-17.0,3
0,125.77219899266495,107.81564197949662,0.0,4
0,113.55915081460329,129.2960991826246,-8.5,4
0,101.35796467913437,150.77522801646333,-17.0,4
0,116.48554615708908,99.5830666967818,0.0,5
0,116.34066041800936,98.55467749443756,-8.5,5
0,116.17490771210399,97.5317608459813,-17.0,5
1,7.6603640961301105,147.81423857186687,0.0,1
1,4.39990818926017,149.6132269612351,-8.5,1
1,1.1416784416643566,151.44001918742083,-17.0,1
1,112.73019690442706,140.2246192513155,0.0,2
1,116.84385143472903,125.79897172631138,-8.5,2
1,120.95628116769718,111.37335427847341,-17.0,2
1,73.52056574283172,14.685368351272874,0.0,3
1,72.62732851455094,16.795461961851135,-8.5,3
1,71.73681762569268,18.901164740234204,-17.0,3
1,76.68063472177258,130.42164351926942,0.0,4
1,54.553259411526454,132.60480751322487,-8.5,4
1,32.446587517794605,134.76687783052836,-17.0,4
1,36.064399133057584,26.60346048748169,0.0,5
1,36.26532971124783,26.542913093292675,-8.5,5
1,36.477227991996884,26.48000847420255,-17.0,5
2,38.70379633720007,21.105687887598314,0.0,1
2,38.973947857895716,23.06778398492679,-8.5,1
2,39.23836897248638,25.01876366414676,-17.0,1
2,138.3487809680666,2.0639103043781217,0.0,2
2,131.0844002377016,15.664218323393786,-8.5,2
2,123.82283431743204,29.25913745546104,-17.0,2
2,110.31825955543765,106.56707607630278,0.0,3
2,112.55729479067895,97.66503292599207,-8.5,3
2,114.79063150963637,88.78090585105885,-17.0,3
2,23.2046964870698,49.054553351019756,0.0,4
2,21.569385235871795,52.66090424146335,-8.5,4
2,19.922202156459445,56.25234563652032,-17.0,4
2,111.76315555631466,108.47276762369967,0.0,5
2,111.62172235275685,108.49166878964454,-8.5,5
2,111.46719038883946,108.50754535742928,-17.0,5
3,8.80674842506848,1.2895227562845313,0.0,1
3,9.582662578273428,0.687362108842342,-8.5,1
3,10.35212336809182,0.061452892940757606,-17.0,1
3,29.000425028121526,128.67978405886768,0.0,2
3,37.53195195115494,123.95660079158833,-8.5,2
3,46.06532028582593,119.24518618090482,-17.0,2
3,34.249011894320624,39.10667577505721,0.0,3
3,30.967316998014645,43.53852462768745,-8.5,3
3,27.691887578298363,47.947893147268346,-17.0,3
3,86.83083516720075,10.825709999530687,0.0,4
3,87.73018059745169,12.537649706852946,-8.5,4
3,88.627892531024,14.238970150565718,-17.0,4
3,42.357542483794255,144.80717027626315,0.0,5
3,60.65828928825602,143.164092681688,-8.5,5
3,78.95815818427644,141.50708810062918,-17.0,5
4,114.10156170617664,62.83909428375477,0.0,1
4,118.5736206597232,61.271582805756424,-8.5,1
4,123.04898905352482,59.72162243783733,-17.0,1
4,48.07559620019908,114.99095676628619,0.0,2
4,45.271114214529426,117.23055662240336,-8.5,2
4,42.46604342877288,119.47018963865432,-17.0,2
4,43.00195919253181,13.989066506186996,0.0,3
4,46.00287374452727,12.423653340963952,-8.5,3
4,48.99021415153317,10.866494189919452,-17.0,3
4,56.577726517687466,24.404908123481206,0.0,4
4,67.99844747324781,21.75627377550839,-8.5,4
4,79.41544684632989,19.107977716165223,-17.0,4
4,45.47070301993488,128.16857270954355,0.0,5
4,43.94145149967873,130.0995168387158,-8.5,5
4,42.407742681914314,132.03498363767466,-17.0,5
5,80.52074557435007,117.2320445684599,0.0,1
5,82.92769854464854,116.75024417405673,-8.5,1
5,85.33367534848445,116.26478630757113,-17.0,1
5,132.71991242391334,30.044970442715123,0.0,2
5,137.753480854746,27.493533969299083,-8.5,2
5,142.8133841160299,24.955636737682607,-17.0,2
5,92.31236859955497,88.30562631419491,0.0,3
5,93.40300764857851,88.31314133333873,-8.5,3
5,94.49459241427905,88.34595689912733,-17.0,3
5,66.65453055406358,20.26848186644821,0.0,4
5,73.37826188772891,28.13251776903399,-8.5,4
5,80.09019354220086,35.98442846406745,-17.0,4
5,130.8927299481438,29.403181211773312,0.0,5
5,131.20580455374488,29.642634270009776,-8.5,5
5,131.5172506695893,29.871518338786874,-17.0,5
6,22.982577941863298,47.980675573734146,0.0,1
6,31.166491562953514,48.15427481160921,-8.5,1
6,39.33450252164871,48.318417493529665,-17.0,1
6,20.844006497385955,44.33003356697215,0.0,2
6,20.619570586204727,49.41777439862261,-8.5,2
6,20.377892352716923,54.4994191233616,-17.0,2
6,32.57382652085474,80.22364666140177,0.0,3
6,34.07986877010395,82.08940502935778,-8.5,3
6,35.584109836254285,83.95854828832589,-17.0,3
6,57.71669828415102,145.2182593611706,0.0,4
6,47.486650696452294,148.5496325779162,-8.5,4
6,37.23815348944044,151.88724579428848,-17.0,4
6,5.945532078246265,117.08797872996446,0.0,5
6,6.082323547981919,116.24377915736954,-8.5,5
6,6.208743491510259,115.39552489720809,-17.0,5
7,128.0492333798414,64.08947690770324,0.0,1
7,108.60726242007001,45.57052790599087,-8.5,1
7,89.1561409195713,27.052497648236056,-17.0,1
7,136.35632308661928,21.1042369518658,0.0,2
7,137.36362450638617,18.369042243567055,-8.5,2
7,138.3703702029821,15.63986353212501,-17.0,2
7,47.599639235827105,118.73623540059613,0.0,3
7,50.417459110951604,130.17644320277347,-8.5,3
7,53.23135531526373,141.59336610821663,-17.0,3
7,146.5258737847503,44.91331692637628,0.0,4
7,147.5702095630463,44.895000419119235,-8.5,4
7,148.64091913606237,44.86625823010191,-17.0,4
7,104.75541059093224,127.94192842999273,0.0,5
7,98.22957430704861,130.4500698061219,-8.5,5
7,91.71045420973518,132.97213173839623,-17.0,5
8,100.30244832983965,72.2619038417962,0.0,1
8,100.81619079437024,73.00674017484347,-8.5,1
8,101.31608594646883,73.73183668771613,-17.0,1
8,90.98914992576029,90.80021915512737,0.0,2
8,96.78587922253925,89.38125783084297,-8.5,2
8,102.56629011785837,87.98918425245476,-17.0,2
8,7.204494679678926,59.39666437104608,0.0,3
8,6.45059220359742,58.74288012779537,-8.5,3
8,5.678007213400959,58.102279130656626,-17.0,3
8,58.09249877429698,50.909603898994014,0.0,4
8,61.32434377749696,57.90771310237219,-8.5,4
8,64.57885362621609,64.89242772111267,-17.0,4
8,97.1311144294448,115.59165434003692,0.0,5
8,94.54013003902942,105.82554867291569,-8.5,5
8,91.94373904481434,96.05381374854656,-17.0,5
9,82.82217570302883,81.87488565773593,0.0,1
9,105.49336138014013,82.89570530502024,-8.5,1
9,128.149693584225,83.91030506361265,-17.0,1
9,48.87806698583836,40.24525329565189,0.0,2
9,59.61774752521307,57.34640540949917,-8.5,2
9,70.36512388175514,74.44028309925106,-17.0,2
9,12.676267711658971,90.1282661882969,0.0,3
9,9.765086219464026,91.5366503809633,-8.5,3
9,6.885940915789977,92.9134138731274,-17.0,3
9,128.132458305815,118.55550564525976,0.0,4
9,127.79367096690264,117.94605274943706,-8.5,4
9,127.45588627029386,117.32850909243226,-17.0,4
9,49.414665917689334,61.00252343172202,0.0,5
9,47.941667717582106,60.08130473737305,-8.5,5
9,46.46327608903618,59.168025620570795,-17.0,5
10,105.73502909823132,93.02769411251809,0.0,1
10,115.23144833939622,83.19259330531347,-8.5,1
10,124.71927752837205,73.3628845821738,-17.0,1
10,34.492531149796726,51.03809781027437,0.0,2
10,37.2227993179966,50.189159526069076,-8.5,2
10,39.96374311275721,49.32498230527401,-17.0,2
10,60.43441872638892,76.8116628687073,0.0,3
10,60.004527947279556,75.90248848252233,-8.5,3
10,59.58402703932884,75.01291128175126,-17.0,3
10,120.07120836832883,122.95881156105683,0.0,4
10,119.31976459236986,122.97718765168938,-8.5,4
10,118.6001744420049,123.0205483987356,-17.0,4
10,94.62270601294367,75.96845680909581,0.0,5
10,93.63056206249787,86.11625407539997,-8.5,5
10,92.6492185718387,96.2610053744209,-17.0,5
11,91.01025423366852,113.13973914210767,0.0,1
11,93.62330706399297,109.76544646036768,-8.5,1
11,96.23248536467918,106.40301638267668,-17.0,1
11,116.79089570466184,117.23144071145947,0.0,2
11,123.73242690205008,87.53293755008504,-8.5,2
11,130.65461055768648,57.82124239841614,-17.0,2
11,109.09310524858404,129.9985219372429,0.0,3
11,110.23584012759119,128.75291490656878,-8.5,3
11,111.36129774746418,127.49459642579839,-17.0,3
11,69.61120868146273,49.864538789496606,0.0,4
11,77.30289616666076,48.825147960266264,-8.5,4
11,84.98983867392414,47.804219531708505,-17.0,4
11,70.08788448046245,7.324610123880831,0.0,5
11,55.864363036766086,3.8764802423819,-8.5,5
11,41.63652242003233,0.4488582370080687,-17.0,5
12,106.50570985169587,110.00035086785537,0.0,1
12,104.14029389326997,109.53106117620663,-8.5,1
