0,1,-0.16641389574431076,0.9718563365817772,0.16673834696628478,133.86206559867412,8.744348906827266,-17.0,116.89514542741416,107.83107984035765,0.0
0,1,-0.16641389574431076,0.9718563365817772,0.16673834696628478,133.86206559867412,8.744348906827266,-17.0,125.38310034275868,58.28793932803994,-8.5
0,1,-0.16641389574431076,0.9718563365817772,0.16673834696628478,133.86206559867412,8.744348906827266,-17.0,133.86206559867412,8.744348906827266,-17.0
1,1,-0.7993762353344218,0.5767207782194941,0.16849563303678897,87.2510577042508,53.47756484229403,-17.0,6.5997330235968485,111.66455188452122,0.0
1,1,-0.7993762353344218,0.5767207782194941,0.16849563303678897,87.2510577042508,53.47756484229403,-17.0,46.9225866113724,82.56532513754928,-8.5
1,1,-0.7993762353344218,0.5767207782194941,0.16849563303678897,87.2510577042508,53.47756484229403,-17.0,87.2510577042508,53.47756484229403,-17.0
2,1,0.9638235089535911,0.20786367728099517,0.1668440447112489,34.67706161862741,86.56104071894974,-17.0,132.88254255335266,107.7405950764132,0.0
2,1,0.9638235089535911,0.20786367728099517,0.1668440447112489,34.67706161862741,86.56104071894974,-17.0,83.78022836195537,97.15012355063163,-8.5
2,1,0.9638235089535911,0.20786367728099517,0.1668440447112489,34.67706161862741,86.56104071894974,-17.0,34.67706161862741,86.56104071894974,-17.0
3,1,-0.2916001273674782,0.9133648391023215,0.28413735483188596,54.751796628624696,51.986598427540216,-17.0,37.30529732668122,106.63341624802102,0.0
3,1,-0.2916001273674782,0.9133648391023215,0.28413735483188596,54.751796628624696,51.986598427540216,-17.0,46.02393656520725,79.30862980065584,-8.5
3,1,-0.2916001273674782,0.9133648391023215,0.28413735483188596,54.751796628624696,51.986598427540216,-17.0,54.751796628624696,51.986598427540216,-17.0
4,1,-0.063500215113209,-0.9860946348917075,0.15357439147972043,87.82338276771928,113.4564223506914,-17.0,80.79419244208762,4.300145972664958,0.0
4,1,-0.063500215113209,-0.9860946348917075,0.15357439147972043,87.82338276771928,113.4564223506914,-17.0,84.31137324944484,58.88449333404638,-8.5
4,1,-0.063500215113209,-0.9860946348917075,0.15357439147972043,87.82338276771928,113.4564223506914,-17.0,87.82338276771928,113.4564223506914,-17.0
5,1,0.5746475702632783,0.2064472615527171,0.7919341501588971,100.5704512803918,108.36941480882388,-17.0,112.90608383385482,112.80110070844604,0.0
5,1,0.5746475702632783,0.2064472615527171,0.7919341501588971,100.5704512803918,108.36941480882388,-17.0,106.73869589085731,110.58672694895282,-8.5
